path,model,n_obs,term,coef,se,pvalue
models.heckman_twostep_gate_any_safety_vs_standard.stage2_outcome,heckman_twostep_outcome,503,mtd_z,0.014661,0.012113,0.231605
models.heckman_twostep_gate_any_safety_vs_standard.stage2_outcome,heckman_twostep_outcome,503,ScenarioComplexity_z,0.073168,0.025229,0.005454
models.heckman_twostep_gate_any_safety_vs_standard.stage2_outcome,heckman_twostep_outcome,503,attacker_capability_z,-0.021422,0.032515,0.512914
models.heckman_twostep_gate_any_safety_vs_standard.stage2_outcome,heckman_twostep_outcome,503,defender_capability_z,-0.164227,0.037058,4.9e-05
models.heckman_twostep_gate_any_safety_vs_standard.stage2_outcome,heckman_twostep_outcome,503,context_document_word_count_z,-0.036774,0.02338,0.121807
models.heckman_twostep_gate_any_safety_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__domain_digital_information_systems,-0.21957,0.065729,0.001553
models.heckman_twostep_gate_any_safety_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__domain_finance_markets,-0.067649,0.088289,0.447007
models.heckman_twostep_gate_any_safety_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__domain_governance_law_history,-0.020777,0.06821,0.761885
models.heckman_twostep_gate_any_safety_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__domain_health_biomedicine,-0.148351,0.070866,0.041209
models.heckman_twostep_gate_any_safety_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__domain_physical_infrastructure_environment,-0.037575,0.063186,0.554642
models.heckman_twostep_gate_any_safety_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__attacker_glm46,0.021314,0.108821,0.845478
models.heckman_twostep_gate_any_safety_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__attacker_gptoss120b,-0.234762,0.12533,0.066674
models.heckman_twostep_gate_any_safety_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__attacker_gptoss20b,0.109975,0.078377,0.166513
models.heckman_twostep_gate_any_safety_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__attacker_kimik2,0.015562,0.128011,0.903713
models.heckman_twostep_gate_any_safety_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__attacker_mistralsmall32,-0.245287,0.204613,0.236045
models.heckman_twostep_gate_any_safety_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__attacker_qwen32b,-0.114152,0.126601,0.371392
models.heckman_twostep_gate_any_safety_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__attacker_qwen8b,-0.094469,0.149532,0.530308
models.heckman_twostep_gate_any_safety_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__defender_glm46,0.094034,0.036159,0.01209
models.heckman_twostep_gate_any_safety_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__defender_gptoss120b,-0.360153,0.054747,0.0
models.heckman_twostep_gate_any_safety_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__defender_gptoss20b,-0.148881,0.063296,0.022487
models.heckman_twostep_gate_any_safety_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__defender_kimik2,-0.240419,0.07905,0.003685
models.heckman_twostep_gate_any_safety_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__defender_mistralsmall32,-0.441706,0.058942,0.0
models.heckman_twostep_gate_any_safety_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__defender_qwen32b,-0.02747,0.060737,0.65295
models.heckman_twostep_gate_any_safety_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__defender_qwen8b,0.03331,0.058788,0.573413
models.heckman_twostep_gate_any_safety_vs_standard.stage2_outcome,heckman_twostep_outcome,503,imr,-0.003228,0.024015,0.893587
models.heckman_twostep_gate_safety_short_vs_standard.stage1_selection,probit,1955,const,-0.995623,,
models.heckman_twostep_gate_safety_short_vs_standard.stage1_selection,probit,1955,gate_iv_safety_short_gate,-2.995986,0.156822,0.0
models.heckman_twostep_gate_safety_short_vs_standard.stage1_selection,probit,1955,ScenarioComplexity_z,0.12329,0.061647,0.045509
models.heckman_twostep_gate_safety_short_vs_standard.stage1_selection,probit,1955,attacker_capability_z,-0.18246,2099721.351553,1.0
models.heckman_twostep_gate_safety_short_vs_standard.stage1_selection,probit,1955,defender_capability_z,0.052408,,
models.heckman_twostep_gate_safety_short_vs_standard.stage1_selection,probit,1955,context_document_word_count_z,0.290365,0.060718,2e-06
models.heckman_twostep_gate_safety_short_vs_standard.stage1_selection,probit,1955,__domain_digital_information_systems,-1.243332,0.154323,0.0
models.heckman_twostep_gate_safety_short_vs_standard.stage1_selection,probit,1955,__domain_finance_markets,-0.753247,0.177538,2.2e-05
models.heckman_twostep_gate_safety_short_vs_standard.stage1_selection,probit,1955,__domain_governance_law_history,0.003774,0.162074,0.981423
models.heckman_twostep_gate_safety_short_vs_standard.stage1_selection,probit,1955,__domain_health_biomedicine,-1.548989,0.17128,0.0
models.heckman_twostep_gate_safety_short_vs_standard.stage1_selection,probit,1955,__domain_physical_infrastructure_environment,-1.15478,0.16811,0.0
models.heckman_twostep_gate_safety_short_vs_standard.stage1_selection,probit,1955,__attacker_glm46,1.689242,1453841.158566,0.999999
models.heckman_twostep_gate_safety_short_vs_standard.stage1_selection,probit,1955,__attacker_gptoss120b,0.549038,2822162.248981,1.0
models.heckman_twostep_gate_safety_short_vs_standard.stage1_selection,probit,1955,__attacker_gptoss20b,0.434889,2152255.048466,1.0
models.heckman_twostep_gate_safety_short_vs_standard.stage1_selection,probit,1955,__attacker_kimik2,1.205759,1653387.984252,0.999999
models.heckman_twostep_gate_safety_short_vs_standard.stage1_selection,probit,1955,__attacker_mistralsmall32,2.863886,4347270.131007,0.999999
models.heckman_twostep_gate_safety_short_vs_standard.stage1_selection,probit,1955,__attacker_qwen32b,4.085641,1282801.022264,0.999997
models.heckman_twostep_gate_safety_short_vs_standard.stage1_selection,probit,1955,__attacker_qwen8b,2.448415,285066.893837,0.999993
models.heckman_twostep_gate_safety_short_vs_standard.stage1_selection,probit,1955,__defender_glm46,-0.107187,,
models.heckman_twostep_gate_safety_short_vs_standard.stage1_selection,probit,1955,__defender_gptoss120b,-0.005407,,
models.heckman_twostep_gate_safety_short_vs_standard.stage1_selection,probit,1955,__defender_gptoss20b,0.142086,,
models.heckman_twostep_gate_safety_short_vs_standard.stage1_selection,probit,1955,__defender_kimik2,-0.017334,,
models.heckman_twostep_gate_safety_short_vs_standard.stage1_selection,probit,1955,__defender_mistralsmall32,0.088883,,
models.heckman_twostep_gate_safety_short_vs_standard.stage1_selection,probit,1955,__defender_qwen32b,-0.110787,,
models.heckman_twostep_gate_safety_short_vs_standard.stage1_selection,probit,1955,__defender_qwen8b,0.19792,,
models.heckman_twostep_gate_safety_short_vs_standard.stage2_outcome,heckman_twostep_outcome,503,const,1.049709,0.13441,0.0
models.heckman_twostep_gate_safety_short_vs_standard.stage2_outcome,heckman_twostep_outcome,503,mtd_z,0.014372,0.012219,0.244855
models.heckman_twostep_gate_safety_short_vs_standard.stage2_outcome,heckman_twostep_outcome,503,ScenarioComplexity_z,0.073008,0.025187,0.005476
models.heckman_twostep_gate_safety_short_vs_standard.stage2_outcome,heckman_twostep_outcome,503,attacker_capability_z,-0.021579,0.032409,0.508457
models.heckman_twostep_gate_safety_short_vs_standard.stage2_outcome,heckman_twostep_outcome,503,defender_capability_z,-0.164079,0.037279,5.4e-05
models.heckman_twostep_gate_safety_short_vs_standard.stage2_outcome,heckman_twostep_outcome,503,context_document_word_count_z,-0.036411,0.023528,0.127784
models.heckman_twostep_gate_safety_short_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__domain_digital_information_systems,-0.220265,0.06565,0.001487
models.heckman_twostep_gate_safety_short_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__domain_finance_markets,-0.068156,0.088092,0.442619
models.heckman_twostep_gate_safety_short_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__domain_governance_law_history,-0.02168,0.068252,0.752027
models.heckman_twostep_gate_safety_short_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__domain_health_biomedicine,-0.148942,0.071835,0.043107
models.heckman_twostep_gate_safety_short_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__domain_physical_infrastructure_environment,-0.037851,0.063828,0.55574
models.heckman_twostep_gate_safety_short_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__attacker_glm46,0.022968,0.111075,0.83699
models.heckman_twostep_gate_safety_short_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__attacker_gptoss120b,-0.234276,0.125709,0.068023
models.heckman_twostep_gate_safety_short_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__attacker_gptoss20b,0.109977,0.078422,0.166748
models.heckman_twostep_gate_safety_short_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__attacker_kimik2,0.016725,0.129244,0.897534
models.heckman_twostep_gate_safety_short_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__attacker_mistralsmall32,-0.242904,0.208045,0.248313
models.heckman_twostep_gate_safety_short_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__attacker_qwen32b,-0.111727,0.131784,0.400432
models.heckman_twostep_gate_safety_short_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__attacker_qwen8b,-0.092561,0.151966,0.545118
models.heckman_twostep_gate_safety_short_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__defender_glm46,0.094309,0.036083,0.011688
models.heckman_twostep_gate_safety_short_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__defender_gptoss120b,-0.360017,0.054792,0.0
models.heckman_twostep_gate_safety_short_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__defender_gptoss20b,-0.148931,0.063367,0.022588
models.heckman_twostep_gate_safety_short_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__defender_kimik2,-0.240349,0.07909,0.00371
models.heckman_twostep_gate_safety_short_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__defender_mistralsmall32,-0.441135,0.059139,0.0
models.heckman_twostep_gate_safety_short_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__defender_qwen32b,-0.027267,0.060806,0.655703
models.heckman_twostep_gate_safety_short_vs_standard.stage2_outcome,heckman_twostep_outcome,503,__defender_qwen8b,0.033379,0.058841,0.572973
models.heckman_twostep_gate_safety_short_vs_standard.stage2_outcome,heckman_twostep_outcome,503,imr,-0.001147,0.028695,0.968277
